statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N80-N98;Nichtentzündl. Kh. des weiblichen Genitaltraktes;154329;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K00-K14;Kh. d. Mundhöhle, d. Speicheldrüsen u.d. Kiefer;75533;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-R90-R94;Abn.Befunde b.bildgeb.Diagnostik u.Funktionsprüf.;16379;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-G60-G64;Polyneuropathien u.sonst. Kh. d.periph. Nervensys.;34415;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-H15-H22;Affektionen v.Sklera,Hornhaut,Iris u.Ziliarkörper;23098;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-S80-S89;Verletzungen des Knies und des Unterschenkels;227219;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N70-N77;Entzündliche Krankh. der weiblichen Beckenorgane;21363;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-D80-D90;Best. Störungen mit Beteiligung des Immunsystems;10808;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-E50-E64;Sonstige alimentäre Mangelzustände;3048;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-F00-F09;Organische, einschl. symptomat. psych. Störungen;81662;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A30-A49;Sonstige bakterielle Krankheiten;202398;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-J80-J84;Sonst.Kh.d.Atmungsorg.,hpts.Interstitium betreff.;23537;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-Z30-Z39;Inanspruchn. Gesundheitswesen, Reproduktionsprobl.;490233;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-M95-M99;Sonst.Kh.d.Muskel-Skelett-Systems u.d.Bindegewebes;12224;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-R83-R89;Abnorme Bef. anderer Körperflüssigkeiten, Gewebe;1197;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-P10-P15;Geburtstrauma;1535;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-S10-S19;Verletzungen des Halses;29897;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-M91-M94;Chondropathien;18913;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-H30-H36;Affektionen der Aderhaut und der Netzhaut;74819;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-G10-G14;Systematrophien, vorw.d.Zentralnervensystem betr.;9345;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C76-C80;BN ungenau bez., sekundärer u.n.n. bez. Lokalisat.;127512;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-D70-D77;Sonstige Kh. des Blutes und der blutbilden Organe;7039;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-Z55-Z65;Pers.m.Gesundheitsrisiken,sozökon.,psychsoz.Umst.;82;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K20-K31;Kh. des Ösophagus, des Magens und des Duodenums;273461;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A75-A79;Rickettsiosen;37;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-U60-U61;Stadieneinteilung der HIV-Infektion;-;Anzahl;GES025;Entlassene Patienten;
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C43-C44;Melanom und sonstige BN der Haut;100494;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-O94-O99;Sonst.Kh.-zustände d.Gestationsperiode,ao.n.klass.;31450;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-E00-E07;Krankheiten der Schilddrüse;93432;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A00-A09;Infektiöse Darmkrankheiten;259185;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-J20-J22;Sonstige akute Infektionen der unteren Atemwege;158980;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-P00-P04;Schädigung d.Fetus/Neugeb.d.mütterl.Faktoren u.Ä.;4079;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A70-A74;Sonstige Krankheiten durch Chlamydien;138;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-M45-M49;Spondylopathien;146460;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-O30-O48;Betreuung d. Mutter bei Entbindungskomplikationen;309201;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A00-A09;Infektiöse Darmkrankheiten;147199;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N40-N51;Krankheiten der männlichen Genitalorgane;133220;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-Q20-Q28;Angeborene Fehlbildungen des Kreislaufsystems;23270;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N99-N99;Sonstige Krankheiten des Urogenitalsystems;11111;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N17-N19;Niereninsuffizienz;103579;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N60-N64;Krankheiten der Mamma (Brustdrüse);22728;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C45-C49;BN d. mesothelialen Gewebes u.d. Weichteilgewebes;24993;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-H60-H62;Krankheiten des äußeren Ohres;8287;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-I30-I52;Sonstige Formen der Herzkrankheit;1072433;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K70-K77;Krankheiten der Leber;84820;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N20-N23;Urolithiasis;129526;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K35-K38;Krankheiten der Appendix;99586;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N10-N16;Tubulointerstitielle Nierenkrankheiten;190788;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-I60-I69;Zerebrovaskuläre Krankheiten;371766;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-F40-F48;Neurotische, Belastungs- und somatoforme Störungen;132011;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-G20-G26;Extrapyramidale Krankheiten und Bewegungsstörungen;59219;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-T89-T89;Sonst. Komplikationen eines Traumas, ao.n.klass.;1708;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-L40-L45;Papulosquamöse Hautkrankheiten;21182;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-R00-R09;Symptome, d.d. Kreislauf- u. Atmungssystem betr.;252192;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-P75-P78;Kh.d. Verdauungssystems beim Fetus u. Neugeborenen;810;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-Z00-Z13;Inanspruchnahme Gesundheitswesen, Untersuchung;58645;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-I00-I02;Akutes rheumatisches Fieber;522;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-M40-M43;Deformitäten der Wirbelsäule und des Rückens;27026;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-R25-R29;Symptome, Nervensys., Muskel-Skelett-System betr.;46576;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-S80-S89;Verletzungen des Knies und des Unterschenkels;199995;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N25-N29;Sonstige Krankheiten der Niere und des Ureters;6754;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C15-C26;Bösartige Neubildungen der Verdauungsorgane;340316;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-B00-B09;Virusinfektionen,gekennz.d.Haut-/Schleimhautläsion;32588;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-N20-N23;Urolithiasis;133408;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-D80-D90;Best. Störungen mit Beteiligung des Immunsystems;12657;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-D00-D09;In-situ-Neubildungen;30019;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-G90-G99;Sonstige Krankheiten des Nervensystems;39202;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-U55-U55;Erfolgte Registrierung zur Organtransplantation;-;Anzahl;GES025;Entlassene Patienten;
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C40-C41;BN des Knochens und des Gelenkknorpels;8325;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C50-C50;Bösartige Neubildungen der Brustdrüse (Mamma);132926;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-Q50-Q56;Angeborene Fehlbildungen der Genitalorgane;12275;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-E40-E46;Mangelernährung;2564;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K65-K67;Krankheiten des Peritoneums;23576;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-J95-J99;Sonstige Krankheiten des Atmungssystems;53988;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K70-K77;Krankheiten der Leber;88354;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-F20-F29;Schizophrenie, schizotype und wahnhafte Störungen;126249;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A80-A89;Virusinfektionen des Zentralnervensystems;5028;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-Q20-Q28;Angeborene Fehlbildungen des Kreislaufsystems;25269;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-R70-R79;Aborme Blutuntsuchungsbef. o. Vorlieg.einer Diag.;8040;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C73-C75;BN der Schilddrüse und sonstiger endokriner Drüsen;21548;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-L40-L45;Papulosquamöse Hautkrankheiten;21275;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-B85-B89;Pedikulose/Akarinose/sonst.Parasitenbefall d. Haut;5941;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-D50-D53;Alimentäre Anämien;48051;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-K35-K38;Krankheiten der Appendix;109512;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-S50-S59;Verletzungen des Ellenbogens und des Unterarmes;152880;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-H15-H22;Affektionen v.Sklera,Hornhaut,Iris u.Ziliarkörper;23852;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-H30-H36;Affektionen der Aderhaut und der Netzhaut;70021;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C69-C72;BN des Auges/Gehirns/Zentralnervensystems;27873;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-J80-J84;Sonst.Kh.d.Atmungsorg.,hpts.Interstitium betreff.;22968;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A30-A49;Sonstige bakterielle Krankheiten;175831;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-R20-R23;Symptome, d.d. Haut u.d. Unterhautgewebe betreffen;23026;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-T15-T19;Eindringen von Fremdkörpern in eine Körperöffnung;14682;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-H65-H75;Kh. des Mittelohres und des Warzenfortsatzes;42565;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-A70-A74;Sonstige Krankheiten durch Chlamydien;194;Anzahl;GES025;Entlassene Patienten;e
23131;Diagnosen der Krankenhauspatienten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ICD10B;ICD-10 (2-Steller) Hauptdiagnose;ICD10-C81-C96;BN des lymphat., blutbild. und verwandten Gewebes;149656;Anzahl;GES025;Entlassene Patienten;e
