statistics_code,jahr,1_variable_code,2_variable_code,ICD-2,anzahl
23131,2020,DINSG,ICD10C,ICD10-S70,16424
23131,2023,DINSG,ICD10C,ICD10-G81,3093
23131,2022,DINSG,ICD10C,ICD10-K45,870
23131,2023,DINSG,ICD10C,ICD10-J31,458
23131,2020,DINSG,ICD10C,ICD10-A67,-
23131,2021,DINSG,ICD10C,ICD10-E25,133
23131,2023,DINSG,ICD10C,ICD10-M07,-
23131,2015,DINSG,ICD10C,ICD10-R35,259
23131,2022,DINSG,ICD10C,ICD10-M85,2451
23131,2021,DINSG,ICD10C,ICD10-C95,676
23131,2017,DINSG,ICD10C,ICD10-T91,-
23131,2023,DINSG,ICD10C,ICD10-F61,3786
23131,2023,DINSG,ICD10C,ICD10-L71,626
23131,2018,DINSG,ICD10C,ICD10-O06,7030
23131,2020,DINSG,ICD10C,ICD10-S96,937
23131,2019,DINSG,ICD10C,ICD10-N80,31135
23131,2018,DINSG,ICD10C,ICD10-N96,24
23131,2015,DINSG,ICD10C,ICD10-A26,282
23131,2018,DINSG,ICD10C,ICD10-K10,9821
23131,2016,DINSG,ICD10C,ICD10-U17,-
23131,2018,DINSG,ICD10C,ICD10-D90,230
23131,2021,DINSG,ICD10C,ICD10-B75,1
23131,2023,DINSG,ICD10C,ICD10-K51,17436
23131,2021,DINSG,ICD10C,ICD10-D05,10715
23131,2014,DINSG,ICD10C,ICD10-R25,2735
23131,2019,DINSG,ICD10C,ICD10-R76,206
23131,2022,DINSG,ICD10C,ICD10-F55,267
23131,2014,DINSG,ICD10C,ICD10-Q05,730
23131,2020,DINSG,ICD10C,ICD10-T06,15
23131,2022,DINSG,ICD10C,ICD10-L65,12
23131,2019,DINSG,ICD10C,ICD10-G50,6118
23131,2023,DINSG,ICD10C,ICD10-O47,8150
23131,2019,DINSG,ICD10C,ICD10-H70,3085
23131,2017,DINSG,ICD10C,ICD10-D18,8320
23131,2018,DINSG,ICD10C,ICD10-E00,1
23131,2018,DINSG,ICD10C,ICD10-L30,12671
23131,2019,DINSG,ICD10C,ICD10-Q56,13
23131,2014,DINSG,ICD10C,ICD10-J85,2556
23131,2021,DINSG,ICD10C,ICD10-J15,43051
23131,2020,DINSG,ICD10C,ICD10-Q30,584
23131,2016,DINSG,ICD10C,ICD10-S61,7756
23131,2023,DINSG,ICD10C,ICD10-E41,219
23131,2015,DINSG,ICD10C,ICD10-D86,9750
23131,2016,DINSG,ICD10C,ICD10-C72,795
23131,2016,DINSG,ICD10C,ICD10-M51,146850
23131,2020,DINSG,ICD10C,ICD10-P36,2664
23131,2017,DINSG,ICD10C,ICD10-Q31,734
23131,2017,DINSG,ICD10C,ICD10-G52,663
23131,2023,DINSG,ICD10C,ICD10-H17,888
23131,2019,DINSG,ICD10C,ICD10-A67,-
23131,2021,DINSG,ICD10C,ICD10-U14,-
23131,2020,DINSG,ICD10C,ICD10-A41,67853
23131,2019,DINSG,ICD10C,ICD10-K46,399
23131,2015,DINSG,ICD10C,ICD10-O85,2201
23131,2020,DINSG,ICD10C,ICD10-Q56,18
23131,2020,DINSG,ICD10C,ICD10-K20,2718
23131,2023,DINSG,ICD10C,ICD10-I37,411
23131,2017,DINSG,ICD10C,ICD10-F32,117106
23131,2016,DINSG,ICD10C,ICD10-F48,1116
23131,2019,DINSG,ICD10C,ICD10-B87,29
23131,2016,DINSG,ICD10C,ICD10-N71,2363
23131,2020,DINSG,ICD10C,ICD10-O16,227
23131,2016,DINSG,ICD10C,ICD10-A32,475
23131,2016,DINSG,ICD10C,ICD10-P27,122
23131,2017,DINSG,ICD10C,ICD10-P11,10
23131,2015,DINSG,ICD10C,ICD10-B20,313
23131,2020,DINSG,ICD10C,ICD10-R76,135
23131,2014,DINSG,ICD10C,ICD10-B36,70
23131,2017,DINSG,ICD10C,ICD10-S97,262
23131,2020,DINSG,ICD10C,ICD10-L40,14121
23131,2019,DINSG,ICD10C,ICD10-L66,242
23131,2019,DINSG,ICD10C,ICD10-M86,13940
23131,2015,DINSG,ICD10C,ICD10-Q15,955
23131,2014,DINSG,ICD10C,ICD10-M35,14554
23131,2020,DINSG,ICD10C,ICD10-N80,29398
23131,2021,DINSG,ICD10C,ICD10-S84,143
23131,2017,DINSG,ICD10C,ICD10-I08,2870
23131,2016,DINSG,ICD10C,ICD10-P01,717
23131,2022,DINSG,ICD10C,ICD10-H95,1266
23131,2015,DINSG,ICD10C,ICD10-B46,37
23131,2016,DINSG,ICD10C,ICD10-S87,162
23131,2018,DINSG,ICD10C,ICD10-I80,30820
23131,2017,DINSG,ICD10C,ICD10-S71,1393
23131,2020,DINSG,ICD10C,ICD10-D17,11519
23131,2020,DINSG,ICD10C,ICD10-B87,26
23131,2017,DINSG,ICD10C,ICD10-T07,132
23131,2022,DINSG,ICD10C,ICD10-I05,554
23131,2020,DINSG,ICD10C,ICD10-M60,3647
23131,2015,DINSG,ICD10C,ICD10-A00,4
23131,2023,DINSG,ICD10C,ICD10-U30,-
23131,2014,DINSG,ICD10C,ICD10-A16,1532
23131,2018,DINSG,ICD10C,ICD10-H60,4360
23131,2017,DINSG,ICD10C,ICD10-R51,28554
23131,2023,DINSG,ICD10C,ICD10-K77,-
23131,2018,DINSG,ICD10C,ICD10-K36,7735
23131,2016,DINSG,ICD10C,ICD10-B52,19
23131,2016,DINSG,ICD10C,ICD10-O91,5052
23131,2019,DINSG,ICD10C,ICD10-K20,3056
23131,2017,DINSG,ICD10C,ICD10-U27,-
23131,2015,DINSG,ICD10C,ICD10-C66,3445
23131,2017,DINSG,ICD10C,ICD10-E12,26
23131,2016,DINSG,ICD10C,ICD10-E28,410
23131,2019,DINSG,ICD10C,ICD10-Z38,548618
23131,2015,DINSG,ICD10C,ICD10-D82,110
23131,2017,DINSG,ICD10C,ICD10-M62,12669
23131,2021,DINSG,ICD10C,ICD10-N93,2318
23131,2019,DINSG,ICD10C,ICD10-A63,25
23131,2020,DINSG,ICD10C,ICD10-G51,16613
23131,2021,DINSG,ICD10C,ICD10-O03,7299
23131,2018,DINSG,ICD10C,ICD10-U14,-
23131,2019,DINSG,ICD10C,ICD10-D39,4270
23131,2023,DINSG,ICD10C,ICD10-A74,62
23131,2020,DINSG,ICD10C,ICD10-H71,7602
23131,2023,DINSG,ICD10C,ICD10-C04,4951
23131,2015,DINSG,ICD10C,ICD10-Z81,21
23131,2022,DINSG,ICD10C,ICD10-T27,70
23131,2014,DINSG,ICD10C,ICD10-C54,20363
23131,2018,DINSG,ICD10C,ICD10-S84,157
23131,2022,DINSG,ICD10C,ICD10-Q51,387
23131,2015,DINSG,ICD10C,ICD10-G58,9374
23131,2020,DINSG,ICD10C,ICD10-F31,21469
23131,2014,DINSG,ICD10C,ICD10-D74,28
23131,2016,DINSG,ICD10C,ICD10-M54,225634
23131,2021,DINSG,ICD10C,ICD10-T19,579
23131,2019,DINSG,ICD10C,ICD10-B83,154
23131,2017,DINSG,ICD10C,ICD10-P38,651
23131,2022,DINSG,ICD10C,ICD10-O11,776
23131,2017,DINSG,ICD10C,ICD10-N82,2804
23131,2021,DINSG,ICD10C,ICD10-M73,-
23131,2018,DINSG,ICD10C,ICD10-R64,991
23131,2022,DINSG,ICD10C,ICD10-U47,-
23131,2022,DINSG,ICD10C,ICD10-R71,9
23131,2016,DINSG,ICD10C,ICD10-I84,-
23131,2020,DINSG,ICD10C,ICD10-L67,3
23131,2021,DINSG,ICD10C,ICD10-Q43,1853
23131,2019,DINSG,ICD10C,ICD10-S92,23434
23131,2023,DINSG,ICD10C,ICD10-B94,1
23131,2015,DINSG,ICD10C,ICD10-K28,1341
23131,2017,DINSG,ICD10C,ICD10-T08,265
23131,2019,DINSG,ICD10C,ICD10-E59,-
23131,2014,DINSG,ICD10C,ICD10-U83,-
23131,2023,DINSG,ICD10C,ICD10-Z23,410
23131,2020,DINSG,ICD10C,ICD10-J01,3458
23131,2017,DINSG,ICD10C,ICD10-J02,4581
23131,2023,DINSG,ICD10C,ICD10-U33,-
23131,2018,DINSG,ICD10C,ICD10-A55,10
23131,2016,DINSG,ICD10C,ICD10-N74,-
23131,2017,DINSG,ICD10C,ICD10-P12,1628
23131,2015,DINSG,ICD10C,ICD10-B42,-
23131,2014,DINSG,ICD10C,ICD10-Z99,13
23131,2016,DINSG,ICD10C,ICD10-O94,-
23131,2023,DINSG,ICD10C,ICD10-T13,131
23131,2017,DINSG,ICD10C,ICD10-S98,226
23131,2020,DINSG,ICD10C,ICD10-E11,127940
23131,2019,DINSG,ICD10C,ICD10-T02,30
23131,2021,DINSG,ICD10C,ICD10-Q69,712
23131,2022,DINSG,ICD10C,ICD10-S07,2
23131,2020,DINSG,ICD10C,ICD10-C81,9943
23131,2016,DINSG,ICD10C,ICD10-G44,21120
23131,2021,DINSG,ICD10C,ICD10-P23,1239
23131,2015,DINSG,ICD10C,ICD10-M68,-
23131,2019,DINSG,ICD10C,ICD10-C19,5778
23131,2020,DINSG,ICD10C,ICD10-M87,10106
23131,2014,DINSG,ICD10C,ICD10-B34,13053
23131,2017,DINSG,ICD10C,ICD10-H72,2138
23131,2019,DINSG,ICD10C,ICD10-U22,-
23131,2021,DINSG,ICD10C,ICD10-R89,141
23131,2015,DINSG,ICD10C,ICD10-F38,93
23131,2015,DINSG,ICD10C,ICD10-C62,11484
23131,2020,DINSG,ICD10C,ICD10-K21,41856
23131,2017,DINSG,ICD10C,ICD10-R78,19
23131,2022,DINSG,ICD10C,ICD10-Z37,-
23131,2019,DINSG,ICD10C,ICD10-F53,319
23131,2014,DINSG,ICD10C,ICD10-H44,3302
23131,2018,DINSG,ICD10C,ICD10-O04,5168
23131,2015,DINSG,ICD10C,ICD10-T71,304
23131,2017,DINSG,ICD10C,ICD10-A69,6050
23131,2021,DINSG,ICD10C,ICD10-M99,9
23131,2018,DINSG,ICD10C,ICD10-N94,4979
23131,2015,DINSG,ICD10C,ICD10-S51,3941
23131,2023,DINSG,ICD10C,ICD10-R83,89
23131,2022,DINSG,ICD10C,ICD10-J21,16249
23131,2015,DINSG,ICD10C,ICD10-I72,12023
23131,2018,DINSG,ICD10C,ICD10-D05,10821
23131,2019,DINSG,ICD10C,ICD10-U48,-
23131,2017,DINSG,ICD10C,ICD10-B89,15
23131,2014,DINSG,ICD10C,ICD10-R23,1913
23131,2022,DINSG,ICD10C,ICD10-E58,27
23131,2017,DINSG,ICD10C,ICD10-L68,7
23131,2014,DINSG,ICD10C,ICD10-Q03,653
23131,2019,DINSG,ICD10C,ICD10-S08,911
23131,2014,DINSG,ICD10C,ICD10-G24,2841
23131,2023,DINSG,ICD10C,ICD10-F64,5804
23131,2017,DINSG,ICD10C,ICD10-M88,105
23131,2021,DINSG,ICD10C,ICD10-Z29,276
23131,2019,DINSG,ICD10C,ICD10-O12,1595
23131,2014,DINSG,ICD10C,ICD10-T63,4209
23131,2015,DINSG,ICD10C,ICD10-H52,359
23131,2022,DINSG,ICD10C,ICD10-D38,21541
23131,2022,DINSG,ICD10C,ICD10-N17,68868
23131,2016,DINSG,ICD10C,ICD10-Z93,5
23131,2018,DINSG,ICD10C,ICD10-E25,196
23131,2021,DINSG,ICD10C,ICD10-J13,1495
23131,2015,DINSG,ICD10C,ICD10-R31,19148
23131,2022,DINSG,ICD10C,ICD10-K41,3811
23131,2019,DINSG,ICD10C,ICD10-R98,-
23131,2022,DINSG,ICD10C,ICD10-Q77,152
23131,2020,DINSG,ICD10C,ICD10-T90,14
23131,2023,DINSG,ICD10C,ICD10-S19,76
23131,2015,DINSG,ICD10C,ICD10-G32,-
23131,2020,DINSG,ICD10C,ICD10-I07,655
23131,2018,DINSG,ICD10C,ICD10-Q44,831
23131,2018,DINSG,ICD10C,ICD10-B75,3
23131,2019,DINSG,ICD10C,ICD10-G99,-
23131,2022,DINSG,ICD10C,ICD10-M81,755
23131,2014,DINSG,ICD10C,ICD10-T89,1142
23131,2022,DINSG,ICD10C,ICD10-A88,23
23131,2017,DINSG,ICD10C,ICD10-K22,38363
23131,2022,DINSG,ICD10C,ICD10-C18,71052
23131,2023,DINSG,ICD10C,ICD10-E44,205
23131,2015,DINSG,ICD10C,ICD10-F12,17148
23131,2019,DINSG,ICD10C,ICD10-R72,101
23131,2018,DINSG,ICD10C,ICD10-P24,678
23131,2019,DINSG,ICD10C,ICD10-F79,355
23131,2022,DINSG,ICD10C,ICD10-P57,13
23131,2018,DINSG,ICD10C,ICD10-C95,812
23131,2022,DINSG,ICD10C,ICD10-Z11,2048
23131,2021,DINSG,ICD10C,ICD10-O29,12
23131,2014,DINSG,ICD10C,ICD10-S43,23994
23131,2015,DINSG,ICD10C,ICD10-I98,-
23131,2016,DINSG,ICD10C,ICD10-K14,3687
23131,2019,DINSG,ICD10C,ICD10-D13,9761
23131,2019,DINSG,ICD10C,ICD10-Q52,556
23131,2023,DINSG,ICD10C,ICD10-T39,2152
23131,2021,DINSG,ICD10C,ICD10-L53,586
23131,2014,DINSG,ICD10C,ICD10-F04,236
23131,2019,DINSG,ICD10C,ICD10-T28,446
23131,2023,DINSG,ICD10C,ICD10-Q63,310
23131,2023,DINSG,ICD10C,ICD10-D24,6844
23131,2017,DINSG,ICD10C,ICD10-L42,64
23131,2019,DINSG,ICD10C,ICD10-P59,18114
23131,2017,DINSG,ICD10C,ICD10-C83,43568
23131,2022,DINSG,ICD10C,ICD10-F52,46
23131,2015,DINSG,ICD10C,ICD10-T98,2
23131,2020,DINSG,ICD10C,ICD10-S71,1392
23131,2018,DINSG,ICD10C,ICD10-J15,64937
23131,2016,DINSG,ICD10C,ICD10-A35,7
23131,2023,DINSG,ICD10C,ICD10-M94,6997
23131,2018,DINSG,ICD10C,ICD10-K35,98075
23131,2020,DINSG,ICD10C,ICD10-A68,27
23131,2016,DINSG,ICD10C,ICD10-B55,154
23131,2023,DINSG,ICD10C,ICD10-N04,3362
23131,2015,DINSG,ICD10C,ICD10-S78,58
23131,2015,DINSG,ICD10C,ICD10-U08,-
23131,2021,DINSG,ICD10C,ICD10-E24,479
23131,2019,DINSG,ICD10C,ICD10-L63,510
23131,2021,DINSG,ICD10C,ICD10-Z02,22
23131,2020,DINSG,ICD10C,ICD10-T91,1
23131,2021,DINSG,ICD10C,ICD10-C94,732
23131,2017,DINSG,ICD10C,ICD10-F59,17
23131,2019,DINSG,ICD10C,ICD10-M83,48
23131,2023,DINSG,ICD10C,ICD10-L74,326
23131,2014,DINSG,ICD10C,ICD10-O74,684
23131,2017,DINSG,ICD10C,ICD10-A43,36
23131,2021,DINSG,ICD10C,ICD10-D04,2677
23131,2015,DINSG,ICD10C,ICD10-O82,23165
23131,2022,DINSG,ICD10C,ICD10-H92,191
23131,2018,DINSG,ICD10C,ICD10-L55,158
23131,2022,DINSG,ICD10C,ICD10-E32,202
23131,2020,DINSG,ICD10C,ICD10-B88,21
23131,2016,DINSG,ICD10C,ICD10-C75,1122
23131,2015,DINSG,ICD10C,ICD10-R58,1886
23131,2019,DINSG,ICD10C,ICD10-S09,1074
23131,2018,DINSG,ICD10C,ICD10-M75,100528
23131,2022,DINSG,ICD10C,ICD10-I02,16
23131,2019,DINSG,ICD10C,ICD10-O13,7518
23131,2014,DINSG,ICD10C,ICD10-Q04,750
23131,2020,DINSG,ICD10C,ICD10-T07,54
23131,2022,DINSG,ICD10C,ICD10-G98,157
23131,2015,DINSG,ICD10C,ICD10-A49,16108
23131,2016,DINSG,ICD10C,ICD10-T84,89392
23131,2022,DINSG,ICD10C,ICD10-N18,36932
23131,2019,DINSG,ICD10C,ICD10-R99,21
23131,2021,DINSG,ICD10C,ICD10-A54,119
23131,2019,DINSG,ICD10C,ICD10-H93,3222
23131,2022,DINSG,ICD10C,ICD10-D12,40276
23131,2017,DINSG,ICD10C,ICD10-D19,144
23131,2014,DINSG,ICD10C,ICD10-J84,18225
23131,2020,DINSG,ICD10C,ICD10-Q31,676
23131,2022,DINSG,ICD10C,ICD10-B82,27
23131,2015,DINSG,ICD10C,ICD10-R32,730
23131,2022,DINSG,ICD10C,ICD10-F78,69
23131,2018,DINSG,ICD10C,ICD10-F45,48437
23131,2015,DINSG,ICD10C,ICD10-Q12,528
23131,2022,DINSG,ICD10C,ICD10-L88,1677
23131,2019,DINSG,ICD10C,ICD10-G73,-
23131,2020,DINSG,ICD10C,ICD10-U27,-
23131,2023,DINSG,ICD10C,ICD10-O24,10060
23131,2018,DINSG,ICD10C,ICD10-N95,6662
23131,2014,DINSG,ICD10C,ICD10-I64,5461
23131,2014,DINSG,ICD10C,ICD10-P94,166
23131,2020,DINSG,ICD10C,ICD10-R51,20460
23131,2019,DINSG,ICD10C,ICD10-Q79,842
23131,2022,DINSG,ICD10C,ICD10-J22,32343
23131,2021,DINSG,ICD10C,ICD10-B74,5
23131,2015,DINSG,ICD10C,ICD10-J92,154
23131,2018,DINSG,ICD10C,ICD10-Z04,4985
23131,2015,DINSG,ICD10C,ICD10-N88,748
23131,2020,DINSG,ICD10C,ICD10-C82,8323
23131,2016,DINSG,ICD10C,ICD10-G45,111713
23131,2016,DINSG,ICD10C,ICD10-Q24,649
23131,2020,DINSG,ICD10C,ICD10-M61,494
23131,2017,DINSG,ICD10C,ICD10-R52,8825
23131,2017,DINSG,ICD10C,ICD10-H73,285
23131,2022,DINSG,ICD10C,ICD10-U21,-
23131,2020,DINSG,ICD10C,ICD10-R77,1663
23131,2015,DINSG,ICD10C,ICD10-K02,6724
23131,2020,DINSG,ICD10C,ICD10-L41,230
23131,2017,DINSG,ICD10C,ICD10-T92,-
23131,2019,DINSG,ICD10C,ICD10-Z12,465
23131,2020,DINSG,ICD10C,ICD10-P37,3581
23131,2016,DINSG,ICD10C,ICD10-F25,29519
23131,2017,DINSG,ICD10C,ICD10-Q32,336
23131,2017,DINSG,ICD10C,ICD10-G53,-
23131,2016,DINSG,ICD10C,ICD10-P04,887
23131,2020,DINSG,ICD10C,ICD10-S97,176
23131,2021,DINSG,ICD10C,ICD10-U13,-
23131,2015,DINSG,ICD10C,ICD10-B43,2
23131,2019,DINSG,ICD10C,ICD10-L89,14708
23131,2015,DINSG,ICD10C,ICD10-L22,180
23131,2015,DINSG,ICD10C,ICD10-Q38,1327
23131,2017,DINSG,ICD10C,ICD10-F33,149091
23131,2020,DINSG,ICD10C,ICD10-P11,23
23131,2015,DINSG,ICD10C,ICD10-M42,27824
23131,2022,DINSG,ICD10C,ICD10-S91,1691
23131,2021,DINSG,ICD10C,ICD10-G64,25
23131,2014,DINSG,ICD10C,ICD10-A15,3617
23131,2021,DINSG,ICD10C,ICD10-U39,-
23131,2021,DINSG,ICD10C,ICD10-R63,13875
23131,2014,DINSG,ICD10C,ICD10-L14,-
23131,2016,DINSG,ICD10C,ICD10-S64,3116
23131,2017,DINSG,ICD10C,ICD10-U28,-
23131,2015,DINSG,ICD10C,ICD10-B69,10
23131,2017,DINSG,ICD10C,ICD10-E13,4959
23131,2023,DINSG,ICD10C,ICD10-J34,54783
23131,2022,DINSG,ICD10C,ICD10-I28,364
23131,2023,DINSG,ICD10C,ICD10-Z49,388
23131,2021,DINSG,ICD10C,ICD10-F44,9410
23131,2014,DINSG,ICD10C,ICD10-M34,7255
23131,2022,DINSG,ICD10C,ICD10-G72,2264
23131,2020,DINSG,ICD10C,ICD10-N81,33565
23131,2021,DINSG,ICD10C,ICD10-S83,38277
23131,2017,DINSG,ICD10C,ICD10-I09,286
23131,2015,DINSG,ICD10C,ICD10-A23,150
23131,2015,DINSG,ICD10C,ICD10-N62,7725
23131,2014,DINSG,ICD10C,ICD10-Z73,357
23131,2019,DINSG,ICD10C,ICD10-N19,1135
23131,2019,DINSG,ICD10C,ICD10-K43,53510
23131,2020,DINSG,ICD10C,ICD10-A42,209
23131,2022,DINSG,ICD10C,ICD10-T01,75
23131,2017,DINSG,ICD10C,ICD10-S72,188490
23131,2020,DINSG,ICD10C,ICD10-D18,7244
23131,2016,DINSG,ICD10C,ICD10-R44,795
23131,2016,DINSG,ICD10C,ICD10-E05,33641
23131,2021,DINSG,ICD10C,ICD10-M72,10037
23131,2015,DINSG,ICD10C,ICD10-J09,4047
23131,2023,DINSG,ICD10C,ICD10-Z48,474
23131,2020,DINSG,ICD10C,ICD10-M88,62
23131,2016,DINSG,ICD10C,ICD10-N99,11111
23131,2017,DINSG,ICD10C,ICD10-N83,40438
23131,2014,DINSG,ICD10C,ICD10-B33,654
23131,2018,DINSG,ICD10C,ICD10-R63,18863
23131,2022,DINSG,ICD10C,ICD10-U48,-
23131,2022,DINSG,ICD10C,ICD10-R72,73
23131,2015,DINSG,ICD10C,ICD10-I99,1179
23131,2016,DINSG,ICD10C,ICD10-I83,88561
23131,2016,DINSG,ICD10C,ICD10-K13,2182
23131,2020,DINSG,ICD10C,ICD10-L68,7
23131,2021,DINSG,ICD10C,ICD10-L52,582
23131,2015,DINSG,ICD10C,ICD10-K29,136936
23131,2017,DINSG,ICD10C,ICD10-R79,1264
23131,2017,DINSG,ICD10C,ICD10-T09,611
23131,2019,DINSG,ICD10C,ICD10-Z39,3721
23131,2020,DINSG,ICD10C,ICD10-J02,3030
23131,2018,DINSG,ICD10C,ICD10-Q43,2064
23131,2022,DINSG,ICD10C,ICD10-S92,18847
23131,2023,DINSG,ICD10C,ICD10-U32,-
23131,2020,DINSG,ICD10C,ICD10-G52,567
23131,2018,DINSG,ICD10C,ICD10-U13,-
23131,2014,DINSG,ICD10C,ICD10-Z98,48
23131,2016,DINSG,ICD10C,ICD10-O09,-
23131,2014,DINSG,ICD10C,ICD10-F29,732
23131,2015,DINSG,ICD10C,ICD10-Z82,75
23131,2022,DINSG,ICD10C,ICD10-A89,6
23131,2014,DINSG,ICD10C,ICD10-C53,14293
23131,2015,DINSG,ICD10C,ICD10-F13,10134
23131,2022,DINSG,ICD10C,ICD10-S08,722
23131,2021,DINSG,ICD10C,ICD10-P22,18758
23131,2015,DINSG,ICD10C,ICD10-G59,-
23131,2023,DINSG,ICD10C,ICD10-B09,308
23131,2020,DINSG,ICD10C,ICD10-F32,92433
23131,2016,DINSG,ICD10C,ICD10-G43,37233
23131,2016,DINSG,ICD10C,ICD10-M53,32380
23131,2020,DINSG,ICD10C,ICD10-P38,521
23131,2017,DINSG,ICD10C,ICD10-Q33,395
23131,2014,DINSG,ICD10C,ICD10-T62,1724
23131,2023,DINSG,ICD10C,ICD10-H19,-
23131,2019,DINSG,ICD10C,ICD10-U23,-
23131,2018,DINSG,ICD10C,ICD10-U39,-
23131,2023,DINSG,ICD10C,ICD10-A99,2
23131,2015,DINSG,ICD10C,ICD10-F39,41
23131,2015,DINSG,ICD10C,ICD10-C63,295
23131,2023,DINSG,ICD10C,ICD10-Z22,2447
23131,2014,DINSG,ICD10C,ICD10-C79,53246
23131,2020,DINSG,ICD10C,ICD10-K22,36175
23131,2022,DINSG,ICD10C,ICD10-Z38,519250
23131,2014,DINSG,ICD10C,ICD10-U82,-
23131,2015,DINSG,ICD10C,ICD10-N89,1929
23131,2023,DINSG,ICD10C,ICD10-I39,-
23131,2015,DINSG,ICD10C,ICD10-D83,192
23131,2016,DINSG,ICD10C,ICD10-F23,10362
23131,2022,DINSG,ICD10C,ICD10-T28,413
23131,2021,DINSG,ICD10C,ICD10-N92,14418
23131,2017,DINSG,ICD10C,ICD10-J03,23197
23131,2016,DINSG,ICD10C,ICD10-P29,1922
23131,2016,DINSG,ICD10C,ICD10-N73,4599
23131,2017,DINSG,ICD10C,ICD10-P13,309
23131,2019,DINSG,ICD10C,ICD10-A64,5
23131,2021,DINSG,ICD10C,ICD10-O02,5889
23131,2023,DINSG,ICD10C,ICD10-T12,-
23131,2017,DINSG,ICD10C,ICD10-S99,39
23131,2020,DINSG,ICD10C,ICD10-L42,49
23131,2018,DINSG,ICD10C,ICD10-S83,56668
23131,2022,DINSG,ICD10C,ICD10-Q52,390
23131,2015,DINSG,ICD10C,ICD10-K03,114
23131,2020,DINSG,ICD10C,ICD10-E12,22
23131,2021,DINSG,ICD10C,ICD10-Q68,543
23131,2014,DINSG,ICD10C,ICD10-G23,2709
23131,2018,DINSG,ICD10C,ICD10-M73,-
23131,2022,DINSG,ICD10C,ICD10-P58,463
23131,2014,DINSG,ICD10C,ICD10-Q02,252
23131,2018,DINSG,ICD10C,ICD10-C94,707
23131,2022,DINSG,ICD10C,ICD10-F79,572
23131,2023,DINSG,ICD10C,ICD10-F63,858
23131,2017,DINSG,ICD10C,ICD10-M89,6838
23131,2022,DINSG,ICD10C,ICD10-L62,-
23131,2021,DINSG,ICD10C,ICD10-H82,-
23131,2022,DINSG,ICD10C,ICD10-A63,33
23131,2021,DINSG,ICD10C,ICD10-K58,3797
23131,2016,DINSG,ICD10C,ICD10-Z92,302
23131,2019,DINSG,ICD10C,ICD10-Q53,6941
23131,2023,DINSG,ICD10C,ICD10-T38,326
23131,2021,DINSG,ICD10C,ICD10-A79,6
23131,2014,DINSG,ICD10C,ICD10-F03,9878
23131,2022,DINSG,ICD10C,ICD10-Q78,499
23131,2018,DINSG,ICD10C,ICD10-Q69,835
23131,2023,DINSG,ICD10C,ICD10-Q62,3649
23131,2015,DINSG,ICD10C,ICD10-J93,10567
23131,2022,DINSG,ICD10C,ICD10-K42,30206
23131,2019,DINSG,ICD10C,ICD10-F54,128
23131,2020,DINSG,ICD10C,ICD10-I08,1519
23131,2021,DINSG,ICD10C,ICD10-C09,5774
23131,2018,DINSG,ICD10C,ICD10-N93,2859
23131,2023,DINSG,ICD10C,ICD10-O22,461
23131,2022,DINSG,ICD10C,ICD10-R98,-
23131,2014,DINSG,ICD10C,ICD10-P92,8734
23131,2018,DINSG,ICD10C,ICD10-A54,139
23131,2018,DINSG,ICD10C,ICD10-D04,3283
23131,2017,DINSG,ICD10C,ICD10-K23,-
23131,2015,DINSG,ICD10C,ICD10-S52,131550
23131,2014,DINSG,ICD10C,ICD10-I89,10479
23131,2023,DINSG,ICD10C,ICD10-R82,139
23131,2015,DINSG,ICD10C,ICD10-I73,3694
23131,2014,DINSG,ICD10C,ICD10-S68,5355
23131,2022,DINSG,ICD10C,ICD10-E59,-
23131,2018,DINSG,ICD10C,ICD10-T19,691
23131,2022,DINSG,ICD10C,ICD10-B83,95
23131,2023,DINSG,ICD10C,ICD10-E43,335
23131,2019,DINSG,ICD10C,ICD10-T03,3
23131,2021,DINSG,ICD10C,ICD10-B99,31759
23131,2014,DINSG,ICD10C,ICD10-D73,1170
23131,2018,DINSG,ICD10C,ICD10-P23,1085
23131,2021,DINSG,ICD10C,ICD10-Z28,2
23131,2022,DINSG,ICD10C,ICD10-Z12,374
23131,2015,DINSG,ICD10C,ICD10-H53,6850
23131,2021,DINSG,ICD10C,ICD10-O28,6886
23131,2014,DINSG,ICD10C,ICD10-H69,1506
23131,2017,DINSG,ICD10C,ICD10-P39,10043
23131,2017,DINSG,ICD10C,ICD10-A44,17
23131,2022,DINSG,ICD10C,ICD10-O12,1063
23131,2014,DINSG,ICD10C,ICD10-S42,112308
23131,2016,DINSG,ICD10C,ICD10-L59,159
23131,2019,DINSG,ICD10C,ICD10-D14,6691
23131,2019,DINSG,ICD10C,ICD10-T29,144
23131,2021,DINSG,ICD10C,ICD10-J12,213928
23131,2019,DINSG,ICD10C,ICD10-S93,7630
23131,2023,DINSG,ICD10C,ICD10-D23,2333
23131,2017,DINSG,ICD10C,ICD10-L43,1349
23131,2022,DINSG,ICD10C,ICD10-D39,3520
23131,2023,DINSG,ICD10C,ICD10-F89,608
23131,2017,DINSG,ICD10C,ICD10-M63,-
23131,2018,DINSG,ICD10C,ICD10-O03,8878
23131,2014,DINSG,ICD10C,ICD10-T88,9816
23131,2018,DINSG,ICD10C,ICD10-B74,9
23131,2016,DINSG,ICD10C,ICD10-M79,45354
23131,2022,DINSG,ICD10C,ICD10-M82,-
