statistics_code,jahr,1_variable_code,2_variable_code,ICD-2,anzahl
23131,2019,DINSG,ICD10C,ICD10-H25,79310
23131,2020,DINSG,ICD10C,ICD10-D60,178
23131,2021,DINSG,ICD10C,ICD10-N12,4326
23131,2015,DINSG,ICD10C,ICD10-T34,109
23131,2022,DINSG,ICD10C,ICD10-D67,31
23131,2023,DINSG,ICD10C,ICD10-F05,39830
23131,2023,DINSG,ICD10C,ICD10-S44,164
23131,2018,DINSG,ICD10C,ICD10-D21,3258
23131,2017,DINSG,ICD10C,ICD10-L27,6984
23131,2017,DINSG,ICD10C,ICD10-I51,6411
23131,2018,DINSG,ICD10C,ICD10-Q60,157
23131,2022,DINSG,ICD10C,ICD10-R16,330
23131,2014,DINSG,ICD10C,ICD10-Q50,1132
23131,2022,DINSG,ICD10C,ICD10-B01,698
23131,2022,DINSG,ICD10C,ICD10-O40,1030
23131,2018,DINSG,ICD10C,ICD10-T36,57
23131,2020,DINSG,ICD10C,ICD10-N40,55860
23131,2022,DINSG,ICD10C,ICD10-N47,4142
23131,2016,DINSG,ICD10C,ICD10-T67,1337
23131,2021,DINSG,ICD10C,ICD10-J67,1862
23131,2021,DINSG,ICD10C,ICD10-E51,1288
23131,2014,DINSG,ICD10C,ICD10-L85,539
23131,2017,DINSG,ICD10C,ICD10-T51,1268
23131,2019,DINSG,ICD10C,ICD10-R05,2864
23131,2020,DINSG,ICD10C,ICD10-S56,1450
23131,2023,DINSG,ICD10C,ICD10-M33,2799
23131,2016,DINSG,ICD10C,ICD10-P71,32
23131,2017,DINSG,ICD10C,ICD10-S31,3423
23131,2019,DINSG,ICD10C,ICD10-Q95,2
23131,2023,DINSG,ICD10C,ICD10-R49,460
23131,2015,DINSG,ICD10C,ICD10-Q85,1544
23131,2016,DINSG,ICD10C,ICD10-S47,9
23131,2018,DINSG,ICD10C,ICD10-M05,15675
23131,2017,DINSG,ICD10C,ICD10-C68,3252
23131,2021,DINSG,ICD10C,ICD10-K87,-
23131,2021,DINSG,ICD10C,ICD10-D31,671
23131,2023,DINSG,ICD10C,ICD10-L13,253
23131,2020,DINSG,ICD10C,ICD10-T76,10
23131,2014,DINSG,ICD10C,ICD10-N15,1343
23131,2019,DINSG,ICD10C,ICD10-P75,-
23131,2022,DINSG,ICD10C,ICD10-K71,4109
23131,2020,DINSG,ICD10C,ICD10-M20,40073
23131,2017,DINSG,ICD10C,ICD10-A28,516
23131,2023,DINSG,ICD10C,ICD10-S69,75
23131,2018,DINSG,ICD10C,ICD10-N25,695
23131,2016,DINSG,ICD10C,ICD10-R27,942
23131,2021,DINSG,ICD10C,ICD10-H01,277
23131,2014,DINSG,ICD10C,ICD10-J45,26159
23131,2017,DINSG,ICD10C,ICD10-R11,25371
23131,2019,DINSG,ICD10C,ICD10-T45,1372
23131,2023,DINSG,ICD10C,ICD10-O99,26888
23131,2021,DINSG,ICD10C,ICD10-G07,-
23131,2014,DINSG,ICD10C,ICD10-O35,2672
23131,2016,DINSG,ICD10C,ICD10-A18,1390
23131,2021,DINSG,ICD10C,ICD10-M17,164536
23131,2022,DINSG,ICD10C,ICD10-M01,-
23131,2017,DINSG,ICD10C,ICD10-A02,4468
23131,2020,DINSG,ICD10C,ICD10-P80,1174
23131,2014,DINSG,ICD10C,ICD10-I25,192445
23131,2022,DINSG,ICD10C,ICD10-F81,85
23131,2015,DINSG,ICD10C,ICD10-S15,160
23131,2014,DINSG,ICD10C,ICD10-P55,942
23131,2016,DINSG,ICD10C,ICD10-R01,387
23131,2020,DINSG,ICD10C,ICD10-Q16,170
23131,2021,DINSG,ICD10C,ICD10-I21,195628
23131,2023,DINSG,ICD10C,ICD10-O73,1102
23131,2018,DINSG,ICD10C,ICD10-I35,67905
23131,2014,DINSG,ICD10C,ICD10-H05,1778
23131,2019,DINSG,ICD10C,ICD10-S25,175
23131,2018,DINSG,ICD10C,ICD10-O45,2161
23131,2021,DINSG,ICD10C,ICD10-J41,1939
23131,2021,DINSG,ICD10C,ICD10-E77,93
23131,2022,DINSG,ICD10C,ICD10-E61,384
23131,2022,DINSG,ICD10C,ICD10-L91,985
23131,2017,DINSG,ICD10C,ICD10-B48,77
23131,2020,DINSG,ICD10C,ICD10-R36,2
23131,2016,DINSG,ICD10C,ICD10-Q91,63
23131,2021,DINSG,ICD10C,ICD10-C11,1912
23131,2020,DINSG,ICD10C,ICD10-O60,25485
23131,2016,DINSG,ICD10C,ICD10-J61,418
23131,2022,DINSG,ICD10C,ICD10-O67,230
23131,2021,DINSG,ICD10C,ICD10-U40,-
23131,2017,DINSG,ICD10C,ICD10-D62,5394
23131,2019,DINSG,ICD10C,ICD10-B16,365
23131,2015,DINSG,ICD10C,ICD10-K75,7645
23131,2017,DINSG,ICD10C,ICD10-H58,-
23131,2017,DINSG,ICD10C,ICD10-N41,7873
23131,2020,DINSG,ICD10C,ICD10-M46,11165
23131,2020,DINSG,ICD10C,ICD10-L26,8
23131,2023,DINSG,ICD10C,ICD10-H43,6911
23131,2017,DINSG,ICD10C,ICD10-O61,3611
23131,2015,DINSG,ICD10C,ICD10-B06,8
23131,2020,DINSG,ICD10C,ICD10-B47,17
23131,2020,DINSG,ICD10C,ICD10-I50,429104
23131,2020,DINSG,ICD10C,ICD10-J70,1014
23131,2017,DINSG,ICD10C,ICD10-Q17,1618
23131,2016,DINSG,ICD10C,ICD10-K81,17513
23131,2015,DINSG,ICD10C,ICD10-M05,15962
23131,2015,DINSG,ICD10C,ICD10-L95,814
23131,2020,DINSG,ICD10C,ICD10-Z86,6
23131,2019,DINSG,ICD10C,ICD10-M15,4963
23131,2020,DINSG,ICD10C,ICD10-C67,98747
23131,2023,DINSG,ICD10C,ICD10-I63,248107
23131,2015,DINSG,ICD10C,ICD10-C26,471
23131,2016,DINSG,ICD10C,ICD10-Q07,514
23131,2021,DINSG,ICD10C,ICD10-R90,1621
23131,2018,DINSG,ICD10C,ICD10-Z44,48
23131,2016,DINSG,ICD10C,ICD10-M11,939
23131,2017,DINSG,ICD10C,ICD10-F18,167
23131,2023,DINSG,ICD10C,ICD10-Z99,2
23131,2020,DINSG,ICD10C,ICD10-K90,2765
23131,2015,DINSG,ICD10C,ICD10-N25,703
23131,2016,DINSG,ICD10C,ICD10-B38,2
23131,2018,DINSG,ICD10C,ICD10-K75,7822
23131,2021,DINSG,ICD10C,ICD10-S00,65388
23131,2022,DINSG,ICD10C,ICD10-H11,3302
23131,2014,DINSG,ICD10C,ICD10-Z34,-
23131,2017,DINSG,ICD10C,ICD10-B22,189
23131,2021,DINSG,ICD10C,ICD10-H27,4788
23131,2019,DINSG,ICD10C,ICD10-N35,12499
23131,2020,DINSG,ICD10C,ICD10-O86,1816
23131,2021,DINSG,ICD10C,ICD10-G91,10721
23131,2014,DINSG,ICD10C,ICD10-K65,10126
23131,2015,DINSG,ICD10C,ICD10-O45,2187
23131,2021,DINSG,ICD10C,ICD10-T20,1739
23131,2016,DINSG,ICD10C,ICD10-N31,7881
23131,2021,DINSG,ICD10C,ICD10-I47,53837
23131,2021,DINSG,ICD10C,ICD10-F71,2203
23131,2017,DINSG,ICD10C,ICD10-S57,47
23131,2020,DINSG,ICD10C,ICD10-A27,77
23131,2020,DINSG,ICD10C,ICD10-L00,73
23131,2016,DINSG,ICD10C,ICD10-C58,149
23131,2017,DINSG,ICD10C,ICD10-P81,1160
23131,2022,DINSG,ICD10C,ICD10-I31,6862
23131,2015,DINSG,ICD10C,ICD10-A96,-
23131,2018,DINSG,ICD10C,ICD10-L95,856
23131,2023,DINSG,ICD10C,ICD10-C54,19999
23131,2022,DINSG,ICD10C,ICD10-U51,102
23131,2020,DINSG,ICD10C,ICD10-D61,7295
23131,2019,DINSG,ICD10C,ICD10-H26,14816
23131,2021,DINSG,ICD10C,ICD10-Q71,271
23131,2016,DINSG,ICD10C,ICD10-E72,391
23131,2019,DINSG,ICD10C,ICD10-D30,5880
23131,2019,DINSG,ICD10C,ICD10-C10,10481
23131,2022,DINSG,ICD10C,ICD10-D68,2374
23131,2018,DINSG,ICD10C,ICD10-C26,605
23131,2016,DINSG,ICD10C,ICD10-I68,-
23131,2016,DINSG,ICD10C,ICD10-F92,8871
23131,2021,DINSG,ICD10C,ICD10-P51,40
23131,2020,DINSG,ICD10C,ICD10-I77,6004
23131,2017,DINSG,ICD10C,ICD10-I52,-
23131,2017,DINSG,ICD10C,ICD10-O88,131
23131,2015,DINSG,ICD10C,ICD10-C00,1666
23131,2020,DINSG,ICD10C,ICD10-C41,4218
23131,2014,DINSG,ICD10C,ICD10-C16,45770
23131,2014,DINSG,ICD10C,ICD10-A86,680
23131,2023,DINSG,ICD10C,ICD10-B34,14578
23131,2021,DINSG,ICD10C,ICD10-R91,4910
23131,2020,DINSG,ICD10C,ICD10-G37,1980
23131,2015,DINSG,ICD10C,ICD10-A70,8
23131,2015,DINSG,ICD10C,ICD10-D20,352
23131,2019,DINSG,ICD10C,ICD10-E50,8
23131,2022,DINSG,ICD10C,ICD10-A92,7
23131,2014,DINSG,ICD10C,ICD10-D36,4613
23131,2022,DINSG,ICD10C,ICD10-C48,2874
23131,2017,DINSG,ICD10C,ICD10-K92,59236
23131,2016,DINSG,ICD10C,ICD10-H48,-
23131,2017,DINSG,ICD10C,ICD10-H32,-
23131,2021,DINSG,ICD10C,ICD10-S01,9654
23131,2016,DINSG,ICD10C,ICD10-Z51,7208
23131,2018,DINSG,ICD10C,ICD10-D46,10519
23131,2019,DINSG,ICD10C,ICD10-G06,3415
23131,2017,DINSG,ICD10C,ICD10-L02,54596
23131,2021,DINSG,ICD10C,ICD10-O31,105
23131,2017,DINSG,ICD10C,ICD10-Q18,4285
23131,2014,DINSG,ICD10C,ICD10-A60,1266
23131,2017,DINSG,ICD10C,ICD10-G12,7382
23131,2014,DINSG,ICD10C,ICD10-U45,-
23131,2017,DINSG,ICD10C,ICD10-M22,10962
23131,2015,DINSG,ICD10C,ICD10-D46,11694
23131,2021,DINSG,ICD10C,ICD10-R07,96602
23131,2023,DINSG,ICD10C,ICD10-Z72,16
23131,2020,DINSG,ICD10C,ICD10-F17,113
23131,2019,DINSG,ICD10C,ICD10-A80,2
23131,2022,DINSG,ICD10C,ICD10-S11,414
23131,2018,DINSG,ICD10C,ICD10-A96,-
23131,2021,DINSG,ICD10C,ICD10-S27,10740
23131,2015,DINSG,ICD10C,ICD10-Z45,33838
23131,2018,DINSG,ICD10C,ICD10-A70,3
23131,2019,DINSG,ICD10C,ICD10-D56,1140
23131,2019,DINSG,ICD10C,ICD10-K86,20779
23131,2020,DINSG,ICD10C,ICD10-A01,49
23131,2020,DINSG,ICD10C,ICD10-H31,395
23131,2022,DINSG,ICD10C,ICD10-A08,45598
23131,2017,DINSG,ICD10C,ICD10-J98,9558
23131,2016,DINSG,ICD10C,ICD10-C32,15372
23131,2020,DINSG,ICD10C,ICD10-K07,9196
23131,2019,DINSG,ICD10C,ICD10-Z55,-
23131,2016,DINSG,ICD10C,ICD10-D52,1704
23131,2022,DINSG,ICD10C,ICD10-T31,-
23131,2015,DINSG,ICD10C,ICD10-K76,9043
23131,2018,DINSG,ICD10C,ICD10-B06,8
23131,2021,DINSG,ICD10C,ICD10-T47,46
23131,2015,DINSG,ICD10C,ICD10-E66,17317
23131,2017,DINSG,ICD10C,ICD10-N42,2439
23131,2017,DINSG,ICD10C,ICD10-I78,1011
23131,2023,DINSG,ICD10C,ICD10-H44,4207
23131,2020,DINSG,ICD10C,ICD10-L27,4522
23131,2020,DINSG,ICD10C,ICD10-B21,23
23131,2015,DINSG,ICD10C,ICD10-B90,-
23131,2023,DINSG,ICD10C,ICD10-U83,-
23131,2019,DINSG,ICD10C,ICD10-E76,459
23131,2020,DINSG,ICD10C,ICD10-I51,4899
23131,2016,DINSG,ICD10C,ICD10-U61,-
23131,2018,DINSG,ICD10C,ICD10-I36,1717
23131,2014,DINSG,ICD10C,ICD10-D10,3996
23131,2021,DINSG,ICD10C,ICD10-A82,-
23131,2014,DINSG,ICD10C,ICD10-H06,-
23131,2019,DINSG,ICD10C,ICD10-I20,226561
23131,2018,DINSG,ICD10C,ICD10-S15,163
23131,2022,DINSG,ICD10C,ICD10-T57,45
23131,2021,DINSG,ICD10C,ICD10-E78,637
23131,2023,DINSG,ICD10C,ICD10-S43,17538
23131,2014,DINSG,ICD10C,ICD10-R95,35
23131,2020,DINSG,ICD10C,ICD10-T50,3735
23131,2022,DINSG,ICD10C,ICD10-Z40,2012
23131,2021,DINSG,ICD10C,ICD10-K61,28595
23131,2018,DINSG,ICD10C,ICD10-D20,320
23131,2021,DINSG,ICD10C,ICD10-Z56,1
23131,2017,DINSG,ICD10C,ICD10-Z61,3
23131,2021,DINSG,ICD10C,ICD10-L81,187
23131,2022,DINSG,ICD10C,ICD10-O41,6781
23131,2018,DINSG,ICD10C,ICD10-F60,30867
23131,2018,DINSG,ICD10C,ICD10-T35,25
23131,2016,DINSG,ICD10C,ICD10-J62,360
23131,2021,DINSG,ICD10C,ICD10-D58,498
23131,2021,DINSG,ICD10C,ICD10-N37,-
23131,2023,DINSG,ICD10C,ICD10-T63,2873
23131,2019,DINSG,ICD10C,ICD10-H00,2367
23131,2022,DINSG,ICD10C,ICD10-D42,266
23131,2022,DINSG,ICD10C,ICD10-N21,5393
23131,2014,DINSG,ICD10C,ICD10-E30,178
23131,2021,DINSG,ICD10C,ICD10-Q97,4
23131,2023,DINSG,ICD10C,ICD10-G24,1713
23131,2014,DINSG,ICD10C,ICD10-T25,1480
23131,2022,DINSG,ICD10C,ICD10-Q81,88
23131,2016,DINSG,ICD10C,ICD10-I42,24712
23131,2016,DINSG,ICD10C,ICD10-S21,878
23131,2014,DINSG,ICD10C,ICD10-Q75,1080
23131,2014,DINSG,ICD10C,ICD10-G96,1863
23131,2018,DINSG,ICD10C,ICD10-Q85,1579
23131,2018,DINSG,ICD10C,ICD10-U55,-
23131,2015,DINSG,ICD10C,ICD10-G80,2972
23131,2018,DINSG,ICD10C,ICD10-H16,9077
23131,2023,DINSG,ICD10C,ICD10-P93,7
23131,2017,DINSG,ICD10C,ICD10-K08,7426
23131,2018,DINSG,ICD10C,ICD10-E40,5
23131,2023,DINSG,ICD10C,ICD10-F04,90
23131,2022,DINSG,ICD10C,ICD10-C22,28357
23131,2021,DINSG,ICD10C,ICD10-N11,852
23131,2023,DINSG,ICD10C,ICD10-T89,1663
23131,2015,DINSG,ICD10C,ICD10-E40,4
23131,2016,DINSG,ICD10C,ICD10-H22,-
23131,2018,DINSG,ICD10C,ICD10-B90,-
23131,2019,DINSG,ICD10C,ICD10-J66,13
23131,2014,DINSG,ICD10C,ICD10-E56,21
23131,2020,DINSG,ICD10C,ICD10-G11,1035
23131,2015,DINSG,ICD10C,ICD10-T35,10
23131,2021,DINSG,ICD10C,ICD10-B18,440
23131,2015,DINSG,ICD10C,ICD10-F60,31409
23131,2017,DINSG,ICD10C,ICD10-L28,3039
23131,2015,DINSG,ICD10C,ICD10-I36,1128
23131,2020,DINSG,ICD10C,ICD10-R10,91678
23131,2019,DINSG,ICD10C,ICD10-G90,3494
23131,2022,DINSG,ICD10C,ICD10-R17,1287
23131,2018,DINSG,ICD10C,ICD10-E66,24038
23131,2014,DINSG,ICD10C,ICD10-B80,388
23131,2022,DINSG,ICD10C,ICD10-B02,22144
23131,2023,DINSG,ICD10C,ICD10-Q03,459
23131,2015,DINSG,ICD10C,ICD10-U55,-
23131,2016,DINSG,ICD10C,ICD10-G02,-
23131,2016,DINSG,ICD10C,ICD10-T41,59
23131,2017,DINSG,ICD10C,ICD10-M48,108780
23131,2022,DINSG,ICD10C,ICD10-E88,9394
23131,2023,DINSG,ICD10C,ICD10-D74,40
23131,2015,DINSG,ICD10C,ICD10-H16,8309
23131,2019,DINSG,ICD10C,ICD10-I46,7047
23131,2018,DINSG,ICD10C,ICD10-C00,1779
23131,2021,DINSG,ICD10C,ICD10-Z30,198
23131,2022,DINSG,ICD10C,ICD10-S37,3018
23131,2017,DINSG,ICD10C,ICD10-Z87,4
23131,2020,DINSG,ICD10C,ICD10-S30,26435
23131,2014,DINSG,ICD10C,ICD10-S05,5228
23131,2022,DINSG,ICD10C,ICD10-P61,596
23131,2023,DINSG,ICD10C,ICD10-R23,1630
23131,2021,DINSG,ICD10C,ICD10-P77,126
23131,2021,DINSG,ICD10C,ICD10-C38,1115
23131,2020,DINSG,ICD10C,ICD10-H57,751
23131,2019,DINSG,ICD10C,ICD10-F70,3476
23131,2021,DINSG,ICD10C,ICD10-D30,5697
23131,2014,DINSG,ICD10C,ICD10-K64,50381
23131,2017,DINSG,ICD10C,ICD10-D89,611
23131,2015,DINSG,ICD10C,ICD10-L92,1859
23131,2015,DINSG,ICD10C,ICD10-M02,2476
23131,2016,DINSG,ICD10C,ICD10-T44,573
23131,2023,DINSG,ICD10C,ICD10-M10,7605
23131,2016,DINSG,ICD10C,ICD10-S24,543
23131,2017,DINSG,ICD10C,ICD10-Z88,2
23131,2021,DINSG,ICD10C,ICD10-I46,6734
23131,2019,DINSG,ICD10C,ICD10-M12,2047
23131,2023,DINSG,ICD10C,ICD10-P96,1891
23131,2023,DINSG,ICD10C,ICD10-R26,41985
23131,2021,DINSG,ICD10C,ICD10-C10,9758
23131,2020,DINSG,ICD10C,ICD10-O61,3720
23131,2014,DINSG,ICD10C,ICD10-J44,216891
23131,2018,DINSG,ICD10C,ICD10-L94,1305
23131,2021,DINSG,ICD10C,ICD10-G06,3400
23131,2020,DINSG,ICD10C,ICD10-N41,7506
23131,2021,DINSG,ICD10C,ICD10-J66,8
23131,2023,DINSG,ICD10C,ICD10-S46,11413
23131,2014,DINSG,ICD10C,ICD10-L84,231
23131,2015,DINSG,ICD10C,ICD10-N22,-
23131,2014,DINSG,ICD10C,ICD10-I24,1720
23131,2017,DINSG,ICD10C,ICD10-B23,172
23131,2020,DINSG,ICD10C,ICD10-R11,18063
23131,2017,DINSG,ICD10C,ICD10-S32,98506
23131,2019,DINSG,ICD10C,ICD10-T68,1203
23131,2019,DINSG,ICD10C,ICD10-N32,17973
23131,2016,DINSG,ICD10C,ICD10-R04,28564
23131,2021,DINSG,ICD10C,ICD10-K86,18732
23131,2021,DINSG,ICD10C,ICD10-A80,-
23131,2018,DINSG,ICD10C,ICD10-I34,22870
23131,2022,DINSG,ICD10C,ICD10-G14,1
23131,2018,DINSG,ICD10C,ICD10-O44,6264
23131,2015,DINSG,ICD10C,ICD10-O42,84411
23131,2021,DINSG,ICD10C,ICD10-E76,432
23131,2014,DINSG,ICD10C,ICD10-H04,6636
23131,2022,DINSG,ICD10C,ICD10-M24,19152
23131,2014,DINSG,ICD10C,ICD10-N14,86
23131,2019,DINSG,ICD10C,ICD10-J62,398
23131,2019,DINSG,ICD10C,ICD10-P72,48
23131,2015,DINSG,ICD10C,ICD10-I32,-
23131,2022,DINSG,ICD10C,ICD10-L04,3080
23131,2021,DINSG,ICD10C,ICD10-H00,1761
23131,2015,DINSG,ICD10C,ICD10-S38,45
23131,2017,DINSG,ICD10C,ICD10-B49,84
23131,2021,DINSG,ICD10C,ICD10-D56,813
23131,2019,DINSG,ICD10C,ICD10-S48,41
23131,2023,DINSG,ICD10C,ICD10-N30,37565
23131,2014,DINSG,ICD10C,ICD10-O34,60871
23131,2019,DINSG,ICD10C,ICD10-I42,21126
23131,2022,DINSG,ICD10C,ICD10-E84,2385
23131,2017,DINSG,ICD10C,ICD10-T52,328
23131,2020,DINSG,ICD10C,ICD10-S57,32
23131,2017,DINSG,ICD10C,ICD10-A03,86
23131,2020,DINSG,ICD10C,ICD10-P81,1588
23131,2014,DINSG,ICD10C,ICD10-G94,-
23131,2023,DINSG,ICD10C,ICD10-Q06,376
23131,2015,DINSG,ICD10C,ICD10-R18,8617
23131,2021,DINSG,ICD10C,ICD10-I20,183743
23131,2017,DINSG,ICD10C,ICD10-C69,4506
23131,2016,DINSG,ICD10C,ICD10-D55,118
23131,2016,DINSG,ICD10C,ICD10-N34,764
23131,2019,DINSG,ICD10C,ICD10-B39,10
23131,2017,DINSG,ICD10C,ICD10-E83,3438
23131,2015,DINSG,ICD10C,ICD10-A09,157428
23131,2017,DINSG,ICD10C,ICD10-T78,32591
23131,2023,DINSG,ICD10C,ICD10-H20,2275
23131,2015,DINSG,ICD10C,ICD10-L08,3889
23131,2017,DINSG,ICD10C,ICD10-I79,-
23131,2020,DINSG,ICD10C,ICD10-Z87,4
23131,2023,DINSG,ICD10C,ICD10-A17,154
23131,2017,DINSG,ICD10C,ICD10-S58,26
23131,2020,DINSG,ICD10C,ICD10-C68,3068
23131,2019,DINSG,ICD10C,ICD10-A19,234
23131,2018,DINSG,ICD10C,ICD10-Z43,3277
23131,2016,DINSG,ICD10C,ICD10-E75,576
23131,2017,DINSG,ICD10C,ICD10-H59,816
23131,2020,DINSG,ICD10C,ICD10-M47,27463
23131,2020,DINSG,ICD10C,ICD10-K91,11073
23131,2017,DINSG,ICD10C,ICD10-O62,16933
23131,2014,DINSG,ICD10C,ICD10-Z33,-
23131,2020,DINSG,ICD10C,ICD10-A02,3051
23131,2020,DINSG,ICD10C,ICD10-Q17,1037
23131,2023,DINSG,ICD10C,ICD10-I40,4677
23131,2015,DINSG,ICD10C,ICD10-C49,15175
23131,2021,DINSG,ICD10C,ICD10-G90,3633
23131,2023,DINSG,ICD10C,ICD10-B37,5807
23131,2015,DINSG,ICD10C,ICD10-N48,6334
23131,2023,DINSG,ICD10C,ICD10-J60,296
23131,2023,DINSG,ICD10C,ICD10-Z76,2285
23131,2020,DINSG,ICD10C,ICD10-M21,19476
23131,2015,DINSG,ICD10C,ICD10-Z41,3886
23131,2016,DINSG,ICD10C,ICD10-B15,506
23131,2022,DINSG,ICD10C,ICD10-H34,7300
23131,2019,DINSG,ICD10C,ICD10-K82,3662
23131,2021,DINSG,ICD10C,ICD10-F70,3050
23131,2020,DINSG,ICD10C,ICD10-A28,540
23131,2020,DINSG,ICD10C,ICD10-L01,934
23131,2019,DINSG,ICD10C,ICD10-Z51,8830
23131,2017,DINSG,ICD10C,ICD10-R12,292
23131,2017,DINSG,ICD10C,ICD10-C43,23235
23131,2017,DINSG,ICD10C,ICD10-D63,-
23131,2015,DINSG,ICD10C,ICD10-O68,70129
23131,2015,DINSG,ICD10C,ICD10-K72,4274
23131,2017,DINSG,ICD10C,ICD10-F19,31827
23131,2014,DINSG,ICD10C,ICD10-Z59,2
23131,2023,DINSG,ICD10C,ICD10-M36,-
23131,2021,DINSG,ICD10C,ICD10-E50,5
23131,2023,DINSG,ICD10C,ICD10-K80,226485
23131,2020,DINSG,ICD10C,ICD10-Z61,-
23131,2016,DINSG,ICD10C,ICD10-P74,457
23131,2018,DINSG,ICD10C,ICD10-K74,23092
23131,2021,DINSG,ICD10C,ICD10-H26,10805
23131,2020,DINSG,ICD10C,ICD10-B48,1112
23131,2020,DINSG,ICD10C,ICD10-O87,201
23131,2023,DINSG,ICD10C,ICD10-C31,1810
23131,2019,DINSG,ICD10C,ICD10-H49,4607
23131,2018,DINSG,ICD10C,ICD10-B05,259
23131,2017,DINSG,ICD10C,ICD10-K93,-
23131,2020,DINSG,ICD10C,ICD10-J98,11286
23131,2021,DINSG,ICD10C,ICD10-T46,749
23131,2019,DINSG,ICD10C,ICD10-C33,338
23131,2020,DINSG,ICD10C,ICD10-Z60,7
23131,2016,DINSG,ICD10C,ICD10-I45,6298
23131,2015,DINSG,ICD10C,ICD10-C23,3840
23131,2023,DINSG,ICD10C,ICD10-H47,5538
23131,2017,DINSG,ICD10C,ICD10-L03,51966
23131,2021,DINSG,ICD10C,ICD10-O30,5548
23131,2016,DINSG,ICD10C,ICD10-K85,56149
23131,2020,DINSG,ICD10C,ICD10-D62,4335
23131,2015,DINSG,ICD10C,ICD10-A93,2
23131,2015,DINSG,ICD10C,ICD10-D43,5830
23131,2019,DINSG,ICD10C,ICD10-E73,1542
23131,2017,DINSG,ICD10C,ICD10-M23,79109
23131,2021,DINSG,ICD10C,ICD10-N10,31551
23131,2016,DINSG,ICD10C,ICD10-H25,81968
23131,2021,DINSG,ICD10C,ICD10-Q70,495
23131,2023,DINSG,ICD10C,ICD10-F07,5494
23131,2018,DINSG,ICD10C,ICD10-C25,54849
23131,2022,DINSG,ICD10C,ICD10-Z89,3
23131,2019,DINSG,ICD10C,ICD10-D53,834
23131,2020,DINSG,ICD10C,ICD10-H32,-
23131,2022,DINSG,ICD10C,ICD10-A05,845
23131,2017,DINSG,ICD10C,ICD10-O89,288
23131,2020,DINSG,ICD10C,ICD10-K08,5607
23131,2023,DINSG,ICD10C,ICD10-I67,17552
23131,2014,DINSG,ICD10C,ICD10-C15,29504
23131,2016,DINSG,ICD10C,ICD10-G05,-
23131,2015,DINSG,ICD10C,ICD10-U52,11
23131,2015,DINSG,ICD10C,ICD10-D69,12064
23131,2016,DINSG,ICD10C,ICD10-M15,4901
23131,2020,DINSG,ICD10C,ICD10-M48,106534
23131,2021,DINSG,ICD10C,ICD10-Q96,40
23131,2017,DINSG,ICD10C,ICD10-H33,33147
23131,2022,DINSG,ICD10C,ICD10-S34,236
23131,2014,DINSG,ICD10C,ICD10-T24,2763
23131,2023,DINSG,ICD10C,ICD10-D77,-
23131,2017,DINSG,ICD10C,ICD10-N43,11696
23131,2020,DINSG,ICD10C,ICD10-B22,175
23131,2020,DINSG,ICD10C,ICD10-L28,2481
23131,2019,DINSG,ICD10C,ICD10-F09,151
23131,2017,DINSG,ICD10C,ICD10-O63,11219
23131,2021,DINSG,ICD10C,ICD10-R06,32471
23131,2017,DINSG,ICD10C,ICD10-R39,3991
23131,2020,DINSG,ICD10C,ICD10-I52,-
23131,2016,DINSG,ICD10C,ICD10-N35,13377
23131,2017,DINSG,ICD10C,ICD10-G13,-
23131,2022,DINSG,ICD10C,ICD10-T54,203
23131,2014,DINSG,ICD10C,ICD10-U44,-
23131,2023,DINSG,ICD10C,ICD10-C57,2748
23131,2020,DINSG,ICD10C,ICD10-F18,166
23131,2015,DINSG,ICD10C,ICD10-E89,705
23131,2018,DINSG,ICD10C,ICD10-A95,2
23131,2021,DINSG,ICD10C,ICD10-S26,396
23131,2016,DINSG,ICD10C,ICD10-F95,817
23131,2015,DINSG,ICD10C,ICD10-B03,1
23131,2023,DINSG,ICD10C,ICD10-H21,949
23131,2021,DINSG,ICD10C,ICD10-P50,35
23131,2023,DINSG,ICD10C,ICD10-U60,-
23131,2017,DINSG,ICD10C,ICD10-J99,-
23131,2014,DINSG,ICD10C,ICD10-A85,228
23131,2021,DINSG,ICD10C,ICD10-N36,3057
23131,2021,DINSG,ICD10C,ICD10-D57,1415
23131,2019,DINSG,ICD10C,ICD10-S22,71967
23131,2021,DINSG,ICD10C,ICD10-J40,2381
23131,2023,DINSG,ICD10C,ICD10-S20,14775
23131,2015,DINSG,ICD10C,ICD10-H13,-
23131,2019,DINSG,ICD10C,ICD10-I43,-
23131,2022,DINSG,ICD10C,ICD10-E85,2689
23131,2022,DINSG,ICD10C,ICD10-Z63,6
23131,2016,DINSG,ICD10C,ICD10-Z54,-
23131,2014,DINSG,ICD10C,ICD10-G95,4502
23131,2014,DINSG,ICD10C,ICD10-Q74,1605
23131,2018,DINSG,ICD10C,ICD10-Q84,86
23131,2021,DINSG,ICD10C,ICD10-C37,1288
23131,2017,DINSG,ICD10C,ICD10-K09,1602
23131,2018,DINSG,ICD10C,ICD10-H15,303
23131,2022,DINSG,ICD10C,ICD10-O64,21346
23131,2019,DINSG,ICD10C,ICD10-T42,3334
23131,2021,DINSG,ICD10C,ICD10-A81,544
23131,2023,DINSG,ICD10C,ICD10-T40,928
23131,2022,DINSG,ICD10C,ICD10-N44,6166
23131,2015,DINSG,ICD10C,ICD10-T32,-
23131,2021,DINSG,ICD10C,ICD10-M16,166155
