1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
159209;163615;175345;187435;195687;196609;201565;207546;213940;221283;229595;235297;234743;241111;247448;255683;265865;280446;289881;295410;303117;314195;327722;343384;357641;374760;390975;411535;438917;476088;501176;500780
